KO6	WT8	KO2	KO5	OE2	WT1	WT2	WT4	KO7	KO3	WT6	KO9	WT3	KO1	KO4	WT5	KO8	OE6	OE5	WT7	OE7	WT9	OE1	OE8	OE9
OTU_132	5.517	4.8213	5.3913	5.4735	5.1015	5.0797	5.6498	5.4503	5.7715	5.251	4.7154	5.2287	4.5748	4.669	5.2243	5.4058	5.5475	5.4522	2.7333	5.8454	4.9403	4.7717	4.0911	0.0	5.269
OTU_179	4.6157	3.335	2.0125	4.1995	0.0	3.8593	1.3714	3.9298	4.3827	4.8485	3.3256	4.0365	3.6341	3.4833	4.0646	3.5721	3.5964	2.6662	2.7333	3.3808	0.0	2.731	0.0	0.0	3.3771
OTU_252	5.6192	4.8213	5.492	5.1597	5.1015	5.6224	5.506	4.7179	5.634	3.8977	5.0657	5.1971	5.6131	4.2728	5.7041	5.3297	6.2721	5.2643	5.1251	5.7477	4.6866	3.8235	3.5478	3.4271	5.0817
OTU_217	3.3159	3.335	4.2637	4.1116	3.8413	2.7637	3.5983	3.3914	4.6342	3.781	3.7693	4.1061	4.2679	3.9314	4.4362	4.8739	3.8943	0.0	5.1251	4.3098	4.9403	4.3072	0.0	3.9666	3.915
OTU_101	4.4775	2.8198	4.6599	3.8104	0.0	4.1996	4.2064	3.5941	3.5757	3.3604	4.1081	4.3551	3.3409	2.8298	4.2249	1.6684	3.5964	4.7938	0.0	3.8261	2.573	4.4381	0.0	3.4271	2.5097
OTU_303	0.0	0.0	2.0125	1.0606	2.9386	1.5511	0.0	2.0582	2.5766	1.1102	0.0	1.3907	0.0	0.0	5.7041	0.0	0.0	0.0	0.0	2.2529	2.573	2.2508	0.0	0.0	0.0
OTU_273	2.454	0.0	0.0	0.0	0.0	3.4131	3.5983	4.0723	0.0	0.0	2.2048	1.3907	2.4767	1.6025	0.0	4.2039	2.3676	0.0	0.0	0.0	2.573	2.2508	2.6662	2.5553	0.0
OTU_413	3.6086	4.4733	4.3734	2.6846	2.9386	2.7637	4.9616	3.3914	3.5757	3.6539	4.8113	4.5674	3.3409	3.1932	4.0646	3.8147	5.1568	4.7938	2.7333	4.7743	3.4464	2.731	0.0	0.0	2.5097
OTU_326	2.9484	2.8198	4.0156	3.6942	2.9386	3.8593	3.9341	3.5941	3.8975	3.6539	3.0392	3.053	3.6341	4.4173	4.0646	4.0224	3.753	2.6662	0.0	2.7333	0.0	2.731	0.0	2.5553	3.3771
OTU_223	3.6086	3.335	2.8217	3.1044	3.8413	2.2813	4.2064	2.0582	4.8972	1.1102	1.488	2.9046	1.7151	0.0	3.3001	3.8147	1.2552	3.5478	2.7333	6.1812	3.4464	3.8235	0.0	0.0	2.5097
OTU_266	0.0	0.0	1.332	3.2759	0.0	2.7637	0.0	2.0582	1.5783	0.0	0.0	3.3105	1.7151	2.8298	3.7848	1.6684	0.0	0.0	0.0	0.0	0.0	1.5259	0.0	0.0	0.0
OTU_108	5.2881	4.4733	5.166	5.2855	2.9386	5.0797	5.5556	5.6453	5.4496	4.5954	4.7154	4.7083	4.2679	5.3109	5.1057	4.8739	5.6705	3.5478	4.8703	5.8919	3.9865	4.4381	4.4848	4.3584	4.6132
OTU_367	3.6086	0.0	3.1022	3.1044	0.0	2.7637	3.5983	3.5941	3.161	2.7642	2.6815	2.5524	3.6341	3.1932	3.1483	3.8147	2.711	2.6662	0.0	3.6205	0.0	3.0906	0.0	0.0	0.0
OTU_207	1.0839	0.0	3.1022	0.0	0.0	1.5511	2.0616	3.1557	2.5766	0.0	1.488	1.7795	0.0	0.0	4.7315	0.0	0.0	3.5478	2.7333	0.0	0.0	0.0	0.0	2.5553	0.0
OTU_196	3.9596	3.335	2.8217	2.9097	3.8413	2.7637	3.5983	3.1557	3.9906	3.1876	3.0392	2.3378	2.9726	0.0	3.4373	4.2039	2.3676	4.0911	5.1251	2.2529	4.3786	2.731	2.6662	3.9666	0.0
OTU_96	5.1584	4.8213	4.2637	4.758	3.8413	4.0395	4.9616	4.9571	2.7987	3.8977	4.9012	4.0365	4.5748	4.7801	4.6205	5.1642	4.3517	0.0	4.5606	3.093	3.4464	3.3783	2.6662	3.4271	4.3059
OTU_763	3.7353	2.8198	3.8735	3.6942	3.8413	3.4131	1.3714	3.9298	4.2384	2.4944	2.6815	3.529	2.4767	3.7246	3.3001	3.8147	2.9882	2.6662	3.6205	3.8261	3.4464	3.0906	0.0	3.4271	3.3771
OTU_186	3.8518	2.0109	3.1022	3.5678	2.9386	3.1247	0.0	3.1557	3.4503	3.3604	1.488	3.1875	0.0	1.6025	3.4373	3.5721	2.9882	2.6662	2.7333	4.3098	0.0	2.731	2.6662	0.0	2.5097
OTU_572	2.7223	3.7138	3.1022	3.4292	3.8413	3.8593	3.1597	2.8736	3.5757	2.9914	2.6815	3.529	3.3409	2.3429	2.9787	3.2802	3.753	3.5478	2.7333	4.1658	3.9865	2.731	4.0911	2.5553	3.3771
OTU_173	5.203	4.0136	4.4754	3.9179	2.9386	4.0395	4.4353	2.8736	3.161	3.8977	4.1081	4.6628	4.0859	4.2728	4.7315	2.9138	3.8943	2.6662	0.0	4.6714	0.0	4.1633	0.0	2.5553	0.0
OTU_181	4.0598	2.0109	3.7159	3.4292	2.9386	3.1247	2.8776	3.3914	3.4503	2.4944	1.488	3.3105	1.7151	3.7246	2.9787	2.9138	2.3676	3.5478	0.0	3.093	3.9865	2.2508	0.0	2.5553	0.0
OTU_129	3.7353	3.335	3.7159	3.5678	4.3923	3.8593	4.0766	3.1557	4.7452	2.4944	3.3256	3.7187	2.4767	3.4833	4.0646	4.5101	3.4207	2.6662	0.0	2.7333	2.573	3.0906	2.6662	0.0	2.5097
OTU_215	3.1438	2.0109	3.7159	2.4177	0.0	3.6534	2.0616	3.9298	3.3129	4.9054	2.6815	3.1875	3.3409	3.1932	2.9787	3.2802	3.5964	0.0	3.6205	3.6205	3.9865	3.0906	2.6662	0.0	3.3771
OTU_240	2.1242	2.0109	2.0125	2.0899	2.9386	1.5511	3.1597	2.5228	2.3139	1.1102	0.0	2.0855	2.4767	2.3429	2.7865	0.0	2.711	0.0	2.7333	2.2529	0.0	1.5259	0.0	0.0	0.0
OTU_749	3.6086	2.8198	3.7159	4.1995	2.9386	3.4131	3.3956	5.2845	4.9903	2.9914	4.5021	3.3105	3.8776	4.1121	4.2249	2.9138	4.7736	2.6662	0.0	4.5606	3.4464	2.2508	4.0911	3.4271	0.0
OTU_470	4.1536	0.0	5.3382	4.3606	3.8413	2.7637	4.2064	6.2952	4.3124	4.2002	3.0392	3.4239	2.4767	4.7801	4.4362	3.8147	4.4465	3.5478	4.1658	3.6205	2.573	1.5259	2.6662	2.5553	0.0
OTU_263	2.454	0.0	3.1022	3.4292	0.0	2.7637	3.5983	3.3914	3.3129	2.4944	2.2048	2.5524	0.0	2.8298	2.3025	2.4215	3.2206	2.6662	2.7333	3.093	0.0	2.2508	0.0	0.0	0.0
OTU_311	3.8518	0.0	4.0156	3.4292	2.9386	2.2813	3.3956	3.7717	3.6912	3.3604	2.6815	3.4239	1.7151	3.4833	3.8842	1.6684	3.5964	0.0	0.0	3.3808	0.0	2.2508	0.0	0.0	2.5097
OTU_291	1.6958	2.8198	2.0125	2.6846	0.0	1.5511	1.3714	2.0582	0.99498	3.1876	3.0392	2.0855	2.9726	2.3429	1.5688	4.6418	3.4207	0.0	0.0	0.0	2.573	1.5259	0.0	2.5553	0.0
OTU_788	3.1438	2.0109	2.4731	2.4177	3.8413	2.2813	3.5983	3.7717	5.2756	2.4944	4.2518	4.0365	2.4767	1.6025	3.7848	3.2802	3.5964	3.5478	3.6205	1.5277	2.573	3.618	0.0	2.5553	2.5097
OTU_142	2.7223	3.335	1.332	2.4177	0.0	2.2813	3.1597	0.0	1.5783	3.5146	2.6815	3.4239	2.9726	2.8298	1.9818	2.9138	3.5964	0.0	2.7333	3.8261	2.573	3.8235	0.0	0.0	2.5097
OTU_300	2.454	2.0109	2.0125	2.9097	0.0	2.2813	3.5983	0.0	2.9912	1.1102	2.2048	2.7392	2.4767	0.0	1.5688	2.4215	1.9161	2.6662	2.7333	2.2529	3.4464	0.0	2.6662	3.9666	3.915
OTU_95	4.6157	2.0109	3.7159	5.898	3.8413	2.7637	4.8065	2.0582	3.9906	3.3604	1.488	4.2967	4.0859	4.2728	4.5003	4.3651	4.6193	6.3437	4.5606	4.5606	4.3786	1.5259	4.4848	4.9197	4.8664
OTU_199	3.4697	0.0	2.0125	3.4292	3.8413	3.1247	2.8776	3.5941	3.6912	3.1876	3.0392	2.5524	2.9726	3.9314	3.9772	3.8147	3.5964	2.6662	2.7333	3.093	3.4464	2.2508	0.0	2.5553	3.915
OTU_302	2.1242	2.0109	2.4731	2.6846	0.0	0.0	3.1597	4.202	2.5766	2.4944	1.488	2.3378	2.4767	3.1932	2.9787	1.6684	2.711	0.0	2.7333	3.093	0.0	0.0	0.0	2.5553	0.0
OTU_253	1.6958	0.0	2.8217	2.9097	2.9386	1.5511	2.0616	1.3686	1.5783	2.1623	0.0	1.3907	2.4767	3.1932	2.9787	2.4215	3.2206	2.6662	0.0	2.2529	3.4464	2.2508	0.0	2.5553	2.5097
OTU_133	1.0839	3.7138	3.7159	4.018	0.0	3.1247	1.3714	3.1557	3.161	5.251	2.2048	3.529	2.9726	1.6025	3.9772	3.8147	2.711	0.0	0.0	3.093	0.0	2.2508	2.6662	2.5553	0.0
OTU_295	2.7223	0.0	2.4731	1.6652	0.0	1.5511	1.3714	2.0582	1.9925	4.5954	0.0	1.3907	0.0	3.4833	2.3025	0.0	2.9882	0.0	0.0	0.0	0.0	2.2508	0.0	0.0	2.5097
OTU_212	3.1438	0.0	1.332	3.6942	0.0	2.7637	2.0616	3.7717	1.5783	3.5146	0.0	2.9046	2.9726	2.3429	1.5688	1.6684	2.711	2.6662	0.0	2.7333	2.573	1.5259	0.0	0.0	3.3771
OTU_204	2.1242	2.0109	2.4731	0.0	0.0	2.2813	2.0616	2.0582	2.9912	0.0	4.1081	2.3378	2.9726	0.0	1.9818	0.0	1.9161	0.0	0.0	2.7333	0.0	1.5259	0.0	0.0	0.0
OTU_237	3.4697	0.0	2.4731	3.4292	2.9386	2.7637	2.8776	3.5941	3.3129	3.8977	3.9486	2.9046	1.7151	3.7246	3.3001	2.9138	3.2206	2.6662	0.0	2.7333	2.573	2.731	0.0	0.0	0.0
OTU_443	0.0	0.0	2.0125	2.9097	0.0	1.5511	2.0616	2.5228	2.5766	1.7301	2.6815	2.0855	1.7151	1.6025	1.5688	3.5721	2.3676	0.0	0.0	3.093	0.0	2.731	0.0	2.5553	0.0
OTU_258	2.454	2.0109	1.332	2.0899	0.0	2.7637	2.5265	2.0582	0.0	2.7642	0.0	2.5524	2.4767	1.6025	3.1483	1.6684	1.2552	0.0	0.0	2.7333	3.4464	1.5259	0.0	0.0	0.0
OTU_162	3.6086	0.0	2.4731	2.6846	0.0	3.4131	1.3714	2.8736	3.3129	2.7642	3.3256	2.9046	1.7151	3.1932	2.3025	2.9138	3.753	0.0	0.0	2.2529	2.573	1.5259	0.0	0.0	0.0
OTU_211	3.4697	2.0109	3.337	2.0899	0.0	2.2813	2.8776	2.5228	2.3139	2.4944	2.2048	2.9046	0.0	1.6025	2.5647	2.4215	3.2206	3.5478	0.0	2.2529	2.573	0.0	0.0	0.0	0.0
OTU_244	2.454	2.0109	2.4731	2.6846	0.0	1.5511	4.4353	3.3914	2.9912	3.781	0.0	2.0855	2.4767	2.3429	2.3025	1.6684	1.9161	0.0	2.7333	3.093	0.0	0.0	2.6662	0.0	2.5097
OTU_359	3.4697	0.0	1.332	1.0606	0.0	1.5511	2.5265	2.8736	1.5783	3.781	0.0	1.7795	2.4767	0.0	1.5688	1.6684	1.2552	0.0	0.0	2.2529	3.9865	2.731	0.0	0.0	3.3771
OTU_164	2.1242	2.8198	3.337	1.6652	2.9386	1.5511	2.8776	2.8736	0.99498	1.1102	2.2048	2.5524	4.7068	4.2728	2.7865	2.9138	1.9161	0.0	0.0	1.5277	0.0	2.731	2.6662	0.0	3.3771
OTU_218	2.9484	0.0	2.4731	1.6652	0.0	1.5511	2.0616	2.8736	2.3139	1.7301	0.0	2.5524	1.7151	3.1932	2.3025	0.0	1.2552	0.0	2.7333	2.2529	2.573	2.2508	0.0	0.0	0.0
OTU_155	2.9484	3.335	2.0125	2.6846	0.0	2.2813	3.1597	2.0582	1.9925	5.4553	1.488	3.3105	1.7151	2.8298	2.3025	0.0	0.0	0.0	2.7333	3.093	2.573	0.0	0.0	0.0	0.0
OTU_124	3.4697	2.8198	3.1022	3.5678	3.8413	3.6534	5.0332	2.5228	4.1604	1.1102	2.2048	3.1875	2.9726	2.3429	3.4373	2.9138	4.023	0.0	4.1658	2.2529	3.4464	3.618	3.5478	2.5553	3.3771
OTU_224	3.7353	3.335	3.1022	3.1044	0.0	4.0395	3.5983	3.5941	3.4503	3.5146	3.9486	3.7187	3.3409	2.8298	3.7848	3.8147	2.3676	0.0	2.7333	2.7333	2.573	3.8235	2.6662	3.4271	2.5097
OTU_693	2.1242	2.0109	0.0	2.4177	0.0	2.7637	0.0	0.0	0.99498	1.1102	1.488	2.0855	2.4767	2.3429	2.3025	3.2802	2.9882	0.0	0.0	2.7333	3.4464	2.731	2.6662	2.5553	2.5097
OTU_228	1.6958	2.8198	1.332	2.9097	0.0	3.1247	2.0616	2.5228	3.161	0.0	2.2048	3.627	2.4767	1.6025	1.5688	2.9138	2.711	0.0	2.7333	1.5277	0.0	2.2508	0.0	0.0	2.5097
OTU_193	2.1242	2.0109	2.0125	0.0	4.3923	3.4131	2.5265	2.0582	2.3139	1.7301	1.488	3.4239	3.6341	0.0	2.5647	4.0224	2.711	0.0	0.0	2.7333	0.0	1.5259	2.6662	2.5553	3.3771
OTU_192	2.9484	0.0	0.0	3.1044	0.0	2.7637	0.0	3.1557	2.7987	1.7301	0.0	1.7795	1.7151	2.8298	2.3025	1.6684	2.711	0.0	0.0	2.2529	0.0	1.5259	0.0	0.0	2.5097
OTU_345	1.6958	0.0	2.0125	2.0899	2.9386	1.5511	2.8776	2.5228	0.99498	1.7301	2.2048	2.0855	1.7151	2.8298	1.9818	0.0	2.9882	0.0	2.7333	2.2529	0.0	3.0906	0.0	0.0	0.0
OTU_344	1.6958	3.335	2.8217	3.4292	2.9386	0.0	2.5265	2.8736	3.4503	2.7642	4.8113	4.2359	2.4767	4.2728	3.1483	4.8739	3.2206	2.6662	3.6205	4.1658	3.4464	3.0906	0.0	2.5553	3.3771
OTU_187	2.454	0.0	3.1022	1.0606	2.9386	1.5511	0.0	2.5228	2.5766	2.1623	2.6815	2.7392	2.4767	2.8298	1.9818	3.8147	1.2552	3.5478	2.7333	3.3808	3.4464	0.0	0.0	3.4271	0.0
OTU_178	0.0	0.0	0.0	4.018	0.0	1.5511	0.0	4.202	1.5783	1.1102	4.2518	3.7187	1.7151	2.3429	2.9787	1.6684	1.2552	3.5478	2.7333	3.6205	2.573	3.618	0.0	2.5553	0.0
OTU_225	1.6958	2.8198	0.0	1.0606	3.8413	0.0	1.3714	2.0582	1.5783	2.7642	1.488	2.3378	2.9726	2.8298	1.9818	2.4215	1.2552	0.0	0.0	3.3808	0.0	2.2508	0.0	0.0	0.0
OTU_160	4.3246	4.0136	4.3734	3.6942	2.9386	4.8087	3.3956	2.8736	2.9912	5.5653	3.5644	3.3105	4.4295	4.8833	2.9787	4.6418	4.2502	2.6662	2.7333	4.6714	3.4464	5.6402	3.5478	0.0	2.5097
OTU_493	2.9484	3.335	3.337	3.1044	2.9386	2.7637	2.5265	2.5228	3.161	1.1102	3.0392	3.053	2.4767	2.3429	2.3025	2.4215	1.2552	2.6662	2.7333	0.0	2.573	2.2508	0.0	0.0	0.0
OTU_166	3.6086	4.2617	3.337	2.6846	0.0	3.1247	2.0616	2.5228	1.9925	1.7301	1.488	2.3378	3.3409	2.3429	2.9787	2.9138	2.711	0.0	0.0	1.5277	0.0	1.5259	0.0	0.0	0.0
OTU_498	2.1242	3.335	2.0125	1.0606	0.0	1.5511	1.3714	1.3686	1.9925	4.7275	2.2048	1.7795	2.9726	1.6025	0.98789	0.0	0.0	0.0	0.0	0.0	2.573	2.731	2.6662	0.0	0.0
OTU_191	3.1438	4.8213	0.0	1.0606	0.0	1.5511	3.1597	2.5228	1.9925	5.8525	1.488	3.8049	3.6341	1.6025	3.1483	1.6684	1.2552	2.6662	0.0	2.7333	0.0	0.0	2.6662	0.0	0.0
OTU_540	3.1438	2.8198	2.4731	2.0899	0.0	2.2813	1.3714	2.5228	3.161	3.781	1.488	2.9046	2.4767	2.8298	0.98789	0.0	3.4207	0.0	3.6205	3.093	0.0	3.0906	2.6662	3.9666	3.3771
OTU_400	1.6958	0.0	2.0125	2.4177	0.0	3.4131	2.5265	2.5228	1.5783	1.1102	2.2048	1.7795	0.0	1.6025	2.3025	1.6684	2.711	0.0	0.0	2.2529	2.573	3.0906	0.0	2.5553	0.0
OTU_259	2.454	2.8198	3.8735	2.9097	2.9386	2.7637	2.5265	2.0582	4.5753	1.1102	3.3256	4.6159	1.7151	3.4833	2.3025	2.4215	2.9882	2.6662	0.0	2.7333	2.573	3.3783	0.0	0.0	2.5097
OTU_195	2.9484	2.8198	3.337	2.4177	0.0	2.2813	0.0	1.3686	3.3129	0.0	2.6815	2.7392	1.7151	1.6025	1.9818	2.9138	1.2552	0.0	0.0	3.093	0.0	3.0906	0.0	0.0	2.5097
OTU_352	3.1438	2.0109	2.4731	2.4177	0.0	1.5511	2.0616	2.5228	3.161	3.1876	1.488	2.7392	1.7151	1.6025	3.1483	2.9138	2.3676	0.0	0.0	1.5277	0.0	2.2508	0.0	0.0	2.5097
OTU_279	2.7223	0.0	2.4731	3.2759	0.0	1.5511	2.5265	3.3914	3.161	0.0	0.0	2.0855	0.0	2.8298	2.7865	2.9138	1.9161	0.0	0.0	2.2529	0.0	0.0	0.0	0.0	2.5097
OTU_645	2.7223	0.0	2.0125	1.0606	0.0	2.2813	2.0616	3.3914	2.5766	1.7301	3.3256	1.3907	1.7151	0.0	2.7865	0.0	2.711	0.0	0.0	0.0	0.0	1.5259	2.6662	0.0	3.3771
OTU_149	3.9596	2.0109	2.8217	2.9097	3.8413	2.7637	2.8776	0.0	4.078	3.6539	1.488	1.3907	1.7151	3.4833	3.4373	2.4215	2.711	2.6662	3.6205	2.2529	0.0	1.5259	0.0	0.0	2.5097
OTU_322	3.4697	2.0109	2.8217	1.6652	0.0	2.7637	3.1597	2.0582	2.7987	1.1102	0.0	2.5524	2.4767	3.9314	2.3025	0.0	2.3676	0.0	0.0	1.5277	0.0	2.2508	0.0	2.5553	0.0
OTU_170	1.0839	2.8198	2.0125	1.0606	2.9386	6.0995	1.3714	2.8736	0.0	0.0	0.0	0.85681	0.0	1.6025	1.9818	1.6684	2.3676	0.0	0.0	1.5277	0.0	2.2508	0.0	0.0	0.0
OTU_245	1.6958	2.0109	2.8217	2.4177	2.9386	1.5511	3.3956	2.5228	2.3139	2.4944	2.6815	3.053	1.7151	3.4833	1.5688	1.6684	2.711	0.0	0.0	0.0	0.0	2.731	0.0	3.4271	0.0
OTU_284	1.6958	2.0109	2.4731	1.6652	0.0	3.1247	2.5265	2.5228	0.99498	3.781	0.0	0.0	0.0	2.3429	0.0	2.4215	1.9161	2.6662	0.0	0.0	0.0	2.731	0.0	0.0	2.5097
OTU_276	1.0839	3.335	3.5388	1.6652	0.0	0.0	0.0	0.0	1.9925	4.3715	1.488	0.85681	0.0	0.0	0.98789	1.6684	1.9161	0.0	0.0	0.0	0.0	3.0906	0.0	0.0	0.0
OTU_165	3.9596	2.8198	2.0125	3.4292	0.0	1.5511	2.5265	2.8736	2.5766	1.7301	3.3256	3.1875	3.8776	2.8298	2.3025	2.4215	2.9882	0.0	2.7333	3.093	0.0	2.2508	0.0	2.5553	0.0
OTU_151	2.454	3.335	4.145	3.9179	2.9386	2.2813	3.1597	3.5941	3.161	2.9914	2.2048	2.3378	2.9726	0.0	3.678	2.4215	3.4207	0.0	3.6205	0.0	3.4464	3.3783	0.0	2.5553	0.0
OTU_222	1.6958	0.0	1.332	2.6846	0.0	2.2813	3.5983	2.8736	3.798	0.0	0.0	1.7795	2.4767	1.6025	3.8842	4.2039	2.9882	2.6662	0.0	3.6205	0.0	2.731	2.6662	0.0	0.0
OTU_167	1.6958	0.0	2.4731	2.0899	2.9386	3.4131	3.7759	0.0	2.7987	3.781	1.488	2.5524	2.4767	2.8298	2.3025	2.9138	1.2552	0.0	0.0	1.5277	0.0	2.2508	0.0	0.0	0.0
OTU_264	1.6958	0.0	0.0	1.6652	0.0	4.0395	1.3714	2.0582	1.5783	1.7301	0.0	3.8863	0.0	0.0	1.5688	0.0	0.0	3.5478	2.7333	0.0	0.0	3.618	0.0	0.0	0.0
OTU_914	2.1242	0.0	2.0125	2.9097	2.9386	2.2813	0.0	3.7717	0.0	3.6539	0.0	0.85681	2.4767	0.0	1.5688	2.4215	2.711	0.0	2.7333	3.3808	0.0	0.0	2.6662	0.0	0.0
OTU_299	1.6958	0.0	2.4731	2.9097	0.0	0.0	3.3956	1.3686	1.5783	0.0	3.5644	2.5524	0.0	1.6025	1.5688	1.6684	1.2552	2.6662	0.0	2.7333	0.0	0.0	0.0	0.0	0.0
OTU_250	0.0	3.335	2.0125	2.6846	0.0	2.2813	1.3714	2.8736	1.9925	2.7642	2.6815	2.9046	1.7151	3.1932	3.3001	3.2802	3.5964	0.0	0.0	2.2529	2.573	1.5259	0.0	2.5553	0.0
OTU_243	2.7223	4.0136	2.4731	0.0	0.0	3.4131	0.0	2.8736	0.99498	3.6539	1.488	0.0	1.7151	2.3429	2.3025	2.9138	2.711	2.6662	0.0	1.5277	0.0	2.731	0.0	0.0	3.3771
OTU_394	1.6958	0.0	3.1022	1.6652	0.0	0.0	1.3714	3.3914	2.5766	1.1102	2.2048	2.0855	2.9726	1.6025	2.5647	2.4215	1.9161	0.0	0.0	1.5277	0.0	0.0	2.6662	0.0	0.0
